FamilyID	Brapa_v1.3.priTranscripts<1>	Boleracea_capitata_v1.0.priTranscripts<2>	Athaliana_Araport11.priTranscripts<3>	Ahalleri_v2.1.0.priTranscripts<4>	Alyrata_v2.1.priTranscripts<5>	<6>	<7>	<8>	<9>
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
null	0.217402	0.649338	0.207643	0.120578	0.0423042	N/A	0.712309	0.717326	0.578608
